code,orderdate,customercode,type,paymentmethod
1997,2023-04-01 20:39:07,1685,in-store,Cash
1998,2023-04-09 14:24:13,99,online,Cash
1999,2023-04-14 14:49:41,78,online,CreditCard
2000,2023-04-09 15:56:34,502,online,PayPal
2001,2023-04-11 06:08:15,1980,online,PayPal
2002,2023-04-02 14:52:20,1807,in-store,PayPal
2003,2023-04-13 18:39:47,1919,phone,Cash
2004,2023-04-01 06:02:44,919,phone,CreditCard
2005,2023-04-06 07:37:14,1551,phone,Cash
2006,2023-04-12 00:46:38,368,in-store,PayPal
2007,2023-04-08 11:47:26,1247,phone,Cash
2008,2023-04-08 01:53:17,874,phone,PayPal
2009,2023-04-12 01:11:19,522,online,PayPal
2010,2023-04-05 10:00:13,584,in-store,PayPal
2011,2023-04-06 10:36:25,669,phone,PayPal
2012,2023-04-13 06:52:38,707,online,CreditCard
2013,2023-04-04 07:23:42,578,online,Cash
2014,2023-04-08 11:51:43,1708,phone,CreditCard
2015,2023-04-06 18:17:52,378,phone,CreditCard
2016,2023-04-07 10:30:59,1436,online,CreditCard
2017,2023-04-07 22:25:03,716,phone,Cash
2018,2023-04-10 14:54:31,420,phone,CreditCard
2019,2023-04-14 09:21:26,1034,in-store,Cash
2020,2023-04-14 15:07:04,241,in-store,CreditCard
2021,2023-04-11 05:07:55,15,phone,Cash
2022,2023-04-07 08:47:29,137,in-store,PayPal
2023,2023-04-03 04:30:56,1985,online,Cash
2024,2023-04-01 12:01:21,1037,in-store,Cash
2025,2023-04-09 04:19:24,1911,in-store,PayPal
2026,2023-04-09 02:58:58,587,online,CreditCard
2027,2023-04-11 21:48:22,1858,phone,Cash
2028,2023-04-08 01:59:35,454,phone,Cash
2029,2023-04-02 09:17:39,1114,in-store,CreditCard
2030,2023-04-12 22:59:56,1079,phone,PayPal
2031,2023-04-10 07:48:44,760,online,CreditCard
2032,2023-04-12 03:39:17,182,phone,Cash
2033,2023-04-12 02:52:18,1699,phone,Cash
2034,2023-04-14 11:10:28,306,online,CreditCard
2035,2023-04-11 11:58:21,700,in-store,Cash
2036,2023-04-01 16:19:33,1123,online,CreditCard
2037,2023-04-11 16:19:07,1442,online,PayPal
2038,2023-04-04 12:53:02,672,in-store,CreditCard
2039,2023-04-13 00:22:58,800,in-store,Cash
2040,2023-04-04 04:54:46,473,phone,CreditCard
2041,2023-04-12 14:35:07,522,online,CreditCard
2042,2023-04-04 13:26:29,1705,phone,CreditCard
2043,2023-04-07 07:32:38,1205,phone,Cash
2044,2023-04-03 15:13:22,579,in-store,CreditCard
2045,2023-04-11 10:03:22,1927,in-store,PayPal
2046,2023-04-13 09:59:43,568,in-store,CreditCard
2047,2023-04-12 08:38:14,512,in-store,PayPal
2048,2023-04-12 10:08:36,1439,phone,CreditCard
2049,2023-04-09 18:59:43,94,online,PayPal
2050,2023-04-05 06:05:45,1756,online,Cash
2051,2023-04-12 21:06:52,1898,phone,Cash
2052,2023-04-05 17:14:34,1471,online,Cash
2053,2023-04-13 19:32:22,51,phone,CreditCard
2054,2023-04-09 02:18:09,870,phone,CreditCard
2055,2023-04-10 02:02:17,321,online,Cash
2056,2023-04-05 20:56:53,1140,in-store,CreditCard
2057,2023-04-11 09:32:21,837,online,Cash
2058,2023-04-11 00:41:29,617,in-store,Cash
2059,2023-04-10 06:02:53,203,online,CreditCard
2060,2023-04-02 19:25:23,972,in-store,PayPal
2061,2023-04-09 07:27:31,296,phone,Cash
2062,2023-04-12 20:36:26,1436,online,PayPal
2063,2023-04-09 22:49:23,1017,phone,PayPal
2064,2023-04-09 19:48:17,1377,in-store,CreditCard
2065,2023-04-09 19:36:17,1442,online,Cash
2066,2023-04-09 05:37:16,280,phone,CreditCard
2067,2023-04-03 10:08:14,110,phone,PayPal
2068,2023-04-07 10:26:22,830,phone,PayPal
2069,2023-04-02 08:33:01,1587,online,Cash
2070,2023-04-06 11:06:28,978,phone,CreditCard
2071,2023-04-14 04:06:39,63,in-store,Cash
2072,2023-04-12 04:11:01,641,in-store,Cash
2073,2023-04-07 06:37:49,90,in-store,Cash
2074,2023-04-04 11:17:23,506,phone,CreditCard
2075,2023-04-02 18:06:41,285,phone,PayPal
2076,2023-04-06 04:04:01,1176,online,Cash
2077,2023-04-13 13:15:01,374,in-store,PayPal
2078,2023-04-09 19:27:21,15,online,CreditCard
2079,2023-04-01 04:51:36,168,online,PayPal
2080,2023-04-13 05:14:58,225,online,CreditCard
2081,2023-04-06 16:07:30,1388,in-store,Cash
2082,2023-04-07 02:10:00,1173,online,PayPal
2083,2023-04-08 19:43:26,922,in-store,CreditCard
2084,2023-04-10 14:39:56,21,phone,PayPal
2085,2023-04-13 08:59:25,634,online,Cash
2086,2023-04-12 08:39:43,1914,in-store,PayPal
2087,2023-04-02 09:08:43,1021,phone,Cash
2088,2023-04-07 14:33:45,1962,in-store,Cash
2089,2023-04-07 18:13:50,183,online,PayPal
2090,2023-04-13 10:26:04,144,phone,CreditCard
2091,2023-04-14 11:19:31,1800,phone,PayPal
2092,2023-04-08 22:57:46,300,in-store,CreditCard
2093,2023-04-06 19:49:00,827,in-store,CreditCard
2094,2023-04-08 10:17:37,1927,in-store,PayPal
2095,2023-04-12 00:24:33,1762,in-store,PayPal
2096,2023-04-02 10:53:42,1283,online,CreditCard
2097,2023-04-03 14:45:47,671,phone,CreditCard
2098,2023-04-14 07:33:17,461,in-store,PayPal
2099,2023-04-05 01:07:20,479,in-store,CreditCard
2100,2023-04-10 00:50:58,1769,phone,Cash
2101,2023-04-11 13:44:40,17,online,Cash
2102,2023-04-03 10:22:07,1197,online,Cash
2103,2023-04-05 14:09:04,557,online,CreditCard
2104,2023-04-04 11:39:21,1129,in-store,CreditCard
2105,2023-04-09 07:14:51,1367,online,Cash
2106,2023-04-13 10:07:06,1160,phone,CreditCard
2107,2023-04-09 22:04:48,279,in-store,PayPal
2108,2023-04-08 13:38:35,804,online,PayPal
2109,2023-04-06 08:35:09,1645,online,CreditCard
2110,2023-04-06 21:24:26,643,in-store,CreditCard
2111,2023-04-09 16:26:35,882,online,PayPal
2112,2023-04-07 01:17:41,1736,phone,Cash
2113,2023-04-04 18:39:56,1470,online,PayPal
2114,2023-04-11 05:46:09,147,online,PayPal
2115,2023-04-09 01:53:26,1859,phone,Cash
2116,2023-04-05 01:39:58,1551,online,CreditCard
2117,2023-04-13 06:07:59,438,phone,Cash
2118,2023-04-01 08:55:35,23,online,Cash
2119,2023-04-07 14:29:39,405,in-store,PayPal
2120,2023-04-08 02:12:13,483,in-store,CreditCard
2121,2023-04-09 05:08:45,1598,phone,Cash
2122,2023-04-13 20:25:27,1314,phone,PayPal
2123,2023-04-01 05:12:52,498,phone,CreditCard
2124,2023-04-04 04:48:47,1442,in-store,PayPal
2125,2023-04-12 18:25:52,24,in-store,CreditCard
2126,2023-04-14 03:31:57,1545,online,CreditCard
2127,2023-04-09 15:16:58,1239,phone,PayPal
2128,2023-04-14 03:52:08,789,in-store,PayPal
2129,2023-04-13 00:59:30,1858,phone,Cash
2130,2023-04-02 12:11:58,153,phone,CreditCard
2131,2023-04-01 03:57:33,453,phone,CreditCard
2132,2023-04-03 10:06:24,189,in-store,PayPal
2133,2023-04-04 21:34:35,1024,phone,CreditCard
2134,2023-04-12 17:58:23,161,phone,PayPal
2135,2023-04-08 17:51:40,1277,phone,CreditCard
2136,2023-04-01 23:15:41,1954,phone,Cash
2137,2023-04-13 10:07:53,1188,online,PayPal
2138,2023-04-09 04:00:23,282,online,Cash
2139,2023-04-06 02:34:48,910,phone,CreditCard
2140,2023-04-14 06:43:00,728,in-store,PayPal
2141,2023-04-12 22:23:25,124,phone,Cash
2142,2023-04-10 19:50:02,1648,in-store,CreditCard
2143,2023-04-01 18:08:40,586,in-store,CreditCard
2144,2023-04-01 15:58:03,987,phone,CreditCard
2145,2023-04-07 14:44:24,1718,online,Cash
2146,2023-04-03 13:18:07,1075,online,Cash
2147,2023-04-08 22:32:39,597,in-store,Cash
2148,2023-04-14 06:53:04,1746,phone,PayPal
2149,2023-04-10 03:24:30,34,online,PayPal
2150,2023-04-05 10:43:59,725,phone,Cash
2151,2023-04-02 05:42:49,1856,in-store,Cash
2152,2023-04-10 19:20:12,248,in-store,Cash
2153,2023-04-01 05:26:08,1952,in-store,PayPal
2154,2023-04-12 23:14:26,1007,in-store,Cash
2155,2023-04-10 06:22:32,1670,online,PayPal
2156,2023-04-03 14:01:56,871,phone,PayPal
2157,2023-04-10 08:40:21,1357,phone,Cash
2158,2023-04-03 14:55:11,1148,phone,Cash
2159,2023-04-12 18:48:58,389,online,PayPal
2160,2023-04-09 11:24:59,860,online,CreditCard
2161,2023-04-07 19:48:02,1856,in-store,CreditCard
2162,2023-04-13 17:11:51,1037,online,Cash
2163,2023-04-14 00:40:30,897,online,PayPal
2164,2023-04-06 02:40:33,1193,phone,PayPal
2165,2023-04-07 05:55:04,138,in-store,PayPal
2166,2023-04-07 08:26:54,1475,in-store,Cash
2167,2023-04-04 15:01:24,212,in-store,CreditCard
2168,2023-04-09 16:24:44,358,phone,CreditCard
2169,2023-04-07 04:57:47,1828,online,PayPal
2170,2023-04-11 03:51:18,1154,online,CreditCard
2171,2023-04-10 22:44:48,85,online,PayPal
2172,2023-04-10 04:46:14,172,phone,CreditCard
2173,2023-04-08 12:22:44,661,phone,PayPal
2174,2023-04-03 16:22:41,1357,in-store,PayPal
2175,2023-04-03 02:33:52,1617,in-store,PayPal
2176,2023-04-10 21:21:09,716,in-store,CreditCard
2177,2023-04-09 12:49:02,521,phone,CreditCard
2178,2023-04-04 13:17:19,464,phone,CreditCard
2179,2023-04-12 15:30:37,1980,in-store,CreditCard
2180,2023-04-07 19:11:09,1532,online,CreditCard
2181,2023-04-04 01:50:15,1584,online,Cash
2182,2023-04-12 22:41:22,1648,online,Cash
2183,2023-04-05 19:34:01,1869,in-store,PayPal
2184,2023-04-09 15:34:13,931,phone,PayPal
2185,2023-04-10 08:55:27,860,in-store,CreditCard
2186,2023-04-01 17:36:26,1600,online,CreditCard
2187,2023-04-04 00:21:43,150,phone,PayPal
2188,2023-04-09 13:58:35,1983,in-store,Cash
2189,2023-04-08 07:28:27,534,phone,CreditCard
2190,2023-04-09 05:17:37,515,in-store,CreditCard
2191,2023-04-13 22:18:01,1148,phone,PayPal
2192,2023-04-06 23:13:59,195,in-store,Cash
2193,2023-04-11 15:11:55,1703,in-store,PayPal
2194,2023-04-02 07:34:20,329,online,Cash
2195,2023-04-14 16:25:01,1328,in-store,CreditCard
2196,2023-04-09 17:47:17,1411,phone,PayPal
2197,2023-04-03 04:28:37,1862,online,PayPal
2198,2023-04-04 12:22:16,577,phone,PayPal
2199,2023-04-10 15:29:30,102,online,PayPal
2200,2023-04-13 20:26:34,1920,online,CreditCard
2201,2023-04-03 16:42:10,690,online,PayPal
2202,2023-04-03 07:41:45,1970,in-store,CreditCard
2203,2023-04-02 19:38:37,52,online,Cash
2204,2023-04-09 10:56:43,1402,online,Cash
2205,2023-04-05 03:19:50,478,in-store,CreditCard
2206,2023-04-07 17:37:26,1953,online,Cash
2207,2023-04-06 12:23:43,868,online,PayPal
2208,2023-04-06 02:40:41,572,in-store,CreditCard
2209,2023-04-02 08:25:32,264,phone,Cash
2210,2023-04-10 19:01:11,555,online,PayPal
2211,2023-04-07 10:52:25,1919,phone,PayPal
2212,2023-04-06 17:39:04,64,phone,CreditCard
2213,2023-04-05 14:24:57,1016,phone,PayPal
2214,2023-04-06 01:41:13,765,in-store,PayPal
2215,2023-04-02 16:24:25,1594,online,CreditCard
2216,2023-04-03 13:26:46,178,phone,Cash
2217,2023-04-10 12:34:19,808,online,CreditCard
2218,2023-04-07 02:51:48,220,online,CreditCard
2219,2023-04-01 22:38:13,369,online,Cash
2220,2023-04-09 22:07:20,1566,online,PayPal
2221,2023-04-06 13:14:08,514,online,CreditCard
2222,2023-04-01 15:20:33,670,in-store,CreditCard
2223,2023-04-03 10:42:03,369,online,Cash
2224,2023-04-01 08:57:12,1880,online,CreditCard
2225,2023-04-12 20:58:16,932,phone,CreditCard
2226,2023-04-06 20:12:38,1822,online,Cash
2227,2023-04-02 11:31:28,654,phone,PayPal
2228,2023-04-01 08:01:06,1542,phone,PayPal
2229,2023-04-04 10:37:39,484,in-store,Cash
2230,2023-04-11 02:08:48,96,online,CreditCard
2231,2023-04-10 04:30:52,731,online,Cash
2232,2023-04-06 04:44:37,515,in-store,PayPal
2233,2023-04-04 15:13:06,1083,online,Cash
2234,2023-04-11 21:14:53,998,in-store,PayPal
2235,2023-04-12 08:58:41,1461,in-store,CreditCard
2236,2023-04-10 08:09:02,363,online,PayPal
2237,2023-04-14 05:46:58,827,phone,Cash
2238,2023-04-13 00:06:15,951,online,CreditCard
2239,2023-04-03 16:16:07,1964,in-store,Cash
2240,2023-04-06 20:27:49,200,phone,PayPal
2241,2023-04-04 13:35:52,1228,in-store,PayPal
2242,2023-04-06 12:59:18,1765,phone,PayPal
2243,2023-04-04 12:20:59,1975,online,PayPal
2244,2023-04-03 21:15:27,883,online,PayPal
2245,2023-04-01 03:05:14,742,in-store,CreditCard
2246,2023-04-08 06:04:47,1177,online,Cash
2247,2023-04-12 22:32:46,1508,online,PayPal
2248,2023-04-04 22:26:58,1275,in-store,Cash
2249,2023-04-06 16:25:31,591,in-store,PayPal
2250,2023-04-03 00:17:28,179,online,PayPal
2251,2023-04-13 23:45:06,1943,online,PayPal
2252,2023-04-08 04:55:40,1992,in-store,Cash
2253,2023-04-03 16:59:00,1402,online,Cash
2254,2023-04-13 01:39:12,1647,online,Cash
2255,2023-04-02 18:31:42,1489,in-store,PayPal
2256,2023-04-12 21:51:46,561,online,CreditCard
2257,2023-04-08 02:54:39,1371,phone,Cash
2258,2023-04-07 12:10:03,1246,online,CreditCard
2259,2023-04-08 09:05:09,1131,phone,PayPal
2260,2023-04-14 09:27:52,371,online,Cash
2261,2023-04-03 14:49:37,1012,phone,Cash
2262,2023-04-08 21:43:21,1890,in-store,Cash
2263,2023-04-08 05:01:38,1510,in-store,Cash
2264,2023-04-04 13:28:37,601,in-store,CreditCard
2265,2023-04-14 11:59:27,1696,online,PayPal
2266,2023-04-12 15:35:50,1851,in-store,Cash
2267,2023-04-10 13:50:13,1000,in-store,PayPal
2268,2023-04-06 03:34:57,1948,phone,Cash
2269,2023-04-13 22:26:16,201,online,CreditCard
2270,2023-04-01 02:33:34,730,in-store,Cash
2271,2023-04-09 21:19:49,1935,phone,CreditCard
2272,2023-04-12 07:25:20,1450,in-store,PayPal
2273,2023-04-07 01:30:32,1613,phone,CreditCard
2274,2023-04-09 18:27:39,1888,in-store,PayPal
2275,2023-04-04 19:02:05,1964,in-store,CreditCard
2276,2023-04-12 21:03:00,1482,in-store,CreditCard
2277,2023-04-01 06:23:18,323,online,PayPal
2278,2023-04-10 10:19:37,595,in-store,PayPal
2279,2023-04-02 13:33:49,1158,online,CreditCard
2280,2023-04-13 13:04:02,1272,in-store,PayPal
2281,2023-04-07 04:22:01,1551,phone,PayPal
2282,2023-04-14 05:13:36,768,online,Cash
2283,2023-04-07 17:42:56,139,online,CreditCard
2284,2023-04-07 08:26:01,1838,phone,CreditCard
2285,2023-04-03 18:22:49,1317,in-store,CreditCard
2286,2023-04-09 08:48:35,770,in-store,PayPal
2287,2023-04-04 17:38:39,1674,online,CreditCard
2288,2023-04-06 14:32:45,1366,in-store,PayPal
2289,2023-04-07 13:13:01,970,online,PayPal
2290,2023-04-09 01:53:34,815,phone,PayPal
2291,2023-04-02 00:18:38,1101,online,CreditCard
2292,2023-04-12 18:16:05,210,in-store,PayPal
2293,2023-04-08 09:58:53,1608,in-store,Cash
2294,2023-04-02 01:54:15,1143,online,PayPal
2295,2023-04-08 19:11:16,1112,phone,PayPal
2296,2023-04-04 15:50:00,238,in-store,PayPal
2297,2023-04-04 04:57:08,1814,online,Cash
2298,2023-04-03 07:53:26,1459,phone,PayPal
2299,2023-04-02 11:35:18,1858,online,Cash
2300,2023-04-08 11:55:19,1050,in-store,CreditCard
2301,2023-04-01 06:08:45,1158,phone,PayPal
2302,2023-04-10 23:44:33,761,in-store,PayPal
2303,2023-04-12 22:20:44,1171,online,Cash
2304,2023-04-06 03:01:29,620,phone,PayPal
2305,2023-04-04 23:46:50,1261,online,CreditCard
2306,2023-04-03 15:26:53,929,in-store,CreditCard
2307,2023-04-12 11:02:18,990,in-store,PayPal
2308,2023-04-14 02:59:23,448,phone,CreditCard
2309,2023-04-02 04:33:46,852,in-store,Cash
2310,2023-04-09 17:59:37,1757,phone,CreditCard
2311,2023-04-07 11:38:12,1096,phone,CreditCard
2312,2023-04-03 12:50:44,1036,phone,CreditCard
2313,2023-04-01 07:52:36,1630,online,CreditCard
2314,2023-04-01 11:55:58,487,phone,PayPal
2315,2023-04-01 18:00:25,974,in-store,PayPal
2316,2023-04-10 00:52:42,240,phone,PayPal
2317,2023-04-06 13:36:02,1952,online,CreditCard
2318,2023-04-01 23:12:34,343,in-store,CreditCard
2319,2023-04-03 06:07:24,1822,phone,PayPal
2320,2023-04-04 01:36:23,1714,online,PayPal
2321,2023-04-11 21:11:55,1440,in-store,PayPal
2322,2023-04-11 16:57:28,1812,online,PayPal
2323,2023-04-07 09:39:15,944,phone,CreditCard
2324,2023-04-04 17:56:40,1938,online,Cash
2325,2023-04-14 02:31:12,1147,online,Cash
2326,2023-04-13 12:07:52,514,phone,CreditCard
2327,2023-04-13 03:41:57,1247,phone,CreditCard
2328,2023-04-01 04:16:42,1030,online,CreditCard
2329,2023-04-02 14:58:27,1287,online,CreditCard
2330,2023-04-13 17:39:29,834,online,Cash
2331,2023-04-10 00:50:48,310,online,PayPal
2332,2023-04-14 17:23:59,1797,phone,Cash
2333,2023-04-12 09:33:45,1289,phone,PayPal
2334,2023-04-01 13:56:42,1582,online,Cash
2335,2023-04-11 16:32:41,7,in-store,CreditCard
2336,2023-04-06 19:18:14,930,in-store,CreditCard
2337,2023-04-10 20:14:44,323,phone,CreditCard
2338,2023-04-03 13:55:52,1156,online,Cash
2339,2023-04-11 00:33:18,730,phone,CreditCard
2340,2023-04-09 05:00:09,157,online,CreditCard
2341,2023-04-07 01:16:44,213,phone,Cash
2342,2023-04-09 21:53:59,374,online,CreditCard
2343,2023-04-13 02:39:22,321,phone,CreditCard
2344,2023-04-09 04:34:39,1950,online,Cash
2345,2023-04-09 11:02:25,1574,phone,Cash
2346,2023-04-12 05:26:41,1715,phone,Cash
2347,2023-04-09 19:05:13,401,online,CreditCard
2348,2023-04-07 22:08:15,516,in-store,CreditCard
2349,2023-04-13 15:42:38,369,online,Cash
2350,2023-04-04 09:12:23,708,phone,CreditCard
2351,2023-04-10 21:15:28,1433,phone,CreditCard
2352,2023-04-05 17:34:30,12,online,Cash
2353,2023-04-13 23:49:32,509,phone,Cash
2354,2023-04-09 12:58:06,4,phone,PayPal
2355,2023-04-01 22:17:03,238,phone,PayPal
2356,2023-04-04 13:40:07,1510,in-store,CreditCard
2357,2023-04-07 07:08:59,1699,in-store,Cash
2358,2023-04-13 12:49:11,1187,in-store,Cash
2359,2023-04-03 23:54:55,434,in-store,CreditCard
2360,2023-04-07 09:06:26,1542,online,Cash
2361,2023-04-02 02:09:36,549,in-store,Cash
2362,2023-04-11 01:03:46,1637,online,PayPal
2363,2023-04-03 13:37:26,806,phone,PayPal
2364,2023-04-07 18:41:51,935,online,PayPal
2365,2023-04-08 06:10:27,517,phone,Cash
2366,2023-04-12 07:16:03,412,phone,PayPal
2367,2023-04-12 19:51:50,855,phone,PayPal
2368,2023-04-13 21:36:30,32,in-store,PayPal
2369,2023-04-09 00:41:53,1738,online,Cash
2370,2023-04-13 11:47:00,240,in-store,Cash
2371,2023-04-07 06:29:12,662,in-store,CreditCard
2372,2023-04-02 01:27:19,38,online,CreditCard
2373,2023-04-11 11:06:39,518,online,PayPal
2374,2023-04-10 09:45:28,1197,in-store,Cash
2375,2023-04-11 10:47:06,1853,online,Cash
2376,2023-04-02 20:11:35,569,online,PayPal
2377,2023-04-10 09:06:40,159,in-store,PayPal
2378,2023-04-13 05:50:06,994,online,Cash
2379,2023-04-04 06:37:14,125,online,PayPal
2380,2023-04-01 09:53:26,1295,online,Cash
2381,2023-04-07 01:06:15,1162,phone,CreditCard
2382,2023-04-07 13:22:51,214,phone,CreditCard
2383,2023-04-11 19:45:17,1664,phone,Cash
2384,2023-04-01 22:29:27,622,in-store,PayPal
2385,2023-04-10 21:55:23,1624,phone,Cash
2386,2023-04-01 05:19:49,607,in-store,PayPal
2387,2023-04-13 23:01:16,1096,online,PayPal
2388,2023-04-05 08:04:48,1768,in-store,Cash
2389,2023-04-08 07:09:45,483,phone,CreditCard
2390,2023-04-04 19:51:11,547,in-store,PayPal
2391,2023-04-11 05:24:48,1025,phone,PayPal
2392,2023-04-08 07:13:35,763,in-store,PayPal
2393,2023-04-07 21:58:45,1059,phone,Cash
2394,2023-04-13 05:17:14,723,online,PayPal
2395,2023-04-12 22:49:00,1248,phone,CreditCard
2396,2023-04-11 16:15:15,918,in-store,CreditCard
2397,2023-04-12 00:33:30,743,phone,CreditCard
2398,2023-04-11 22:49:38,1013,in-store,Cash
2399,2023-04-13 03:44:28,1920,in-store,PayPal
2400,2023-04-09 19:12:42,108,phone,PayPal
2401,2023-04-08 13:38:37,1447,in-store,CreditCard
2402,2023-04-09 14:32:20,1425,in-store,Cash
2403,2023-04-12 05:56:45,683,phone,PayPal
2404,2023-04-06 10:37:22,1151,phone,PayPal
2405,2023-04-13 23:26:38,1067,online,Cash
2406,2023-04-03 03:56:42,1995,in-store,Cash
2407,2023-04-04 17:10:04,935,phone,Cash
2408,2023-04-12 18:29:54,920,phone,Cash
2409,2023-04-13 00:59:52,1207,in-store,Cash
2410,2023-04-14 09:49:12,257,phone,CreditCard
2411,2023-04-07 09:41:53,762,online,CreditCard
2412,2023-04-06 02:43:58,686,in-store,PayPal
2413,2023-04-06 06:55:02,1092,phone,Cash
2414,2023-04-14 09:05:00,1780,online,Cash
2415,2023-04-10 18:55:10,692,phone,Cash
2416,2023-04-06 08:30:10,1298,in-store,Cash
2417,2023-04-01 21:14:33,866,in-store,PayPal
2418,2023-04-12 23:58:15,1754,phone,CreditCard
2419,2023-04-10 04:56:10,438,online,CreditCard
2420,2023-04-14 16:10:34,1077,in-store,Cash
2421,2023-04-08 16:11:50,861,online,Cash
2422,2023-04-03 03:23:17,356,phone,CreditCard
2423,2023-04-02 08:04:01,760,online,CreditCard
2424,2023-04-13 03:41:50,346,in-store,PayPal
2425,2023-04-02 18:32:17,154,in-store,CreditCard
2426,2023-04-02 00:14:18,1894,online,CreditCard
2427,2023-04-03 04:21:19,197,online,PayPal
2428,2023-04-12 04:39:43,1644,phone,Cash
2429,2023-04-04 08:39:06,1774,in-store,CreditCard
2430,2023-04-13 01:31:27,507,online,PayPal
2431,2023-04-02 07:33:47,1176,phone,CreditCard
2432,2023-04-08 22:32:17,1060,in-store,Cash
2433,2023-04-04 08:35:05,404,in-store,CreditCard
2434,2023-04-04 13:35:56,558,online,Cash
2435,2023-04-07 09:22:52,197,online,Cash
2436,2023-04-05 19:02:30,722,online,PayPal
2437,2023-04-13 01:15:18,1510,online,PayPal
2438,2023-04-03 23:18:41,332,online,PayPal
2439,2023-04-10 06:43:06,1130,in-store,PayPal
2440,2023-04-07 07:44:53,1151,online,Cash
2441,2023-04-10 20:24:48,784,phone,PayPal
2442,2023-04-06 18:24:09,1651,phone,PayPal
2443,2023-04-03 13:35:33,1924,in-store,Cash
2444,2023-04-10 13:39:35,1121,online,Cash
2445,2023-04-05 17:16:09,1164,online,PayPal
2446,2023-04-02 15:51:18,1914,online,Cash
2447,2023-04-13 03:59:24,547,online,CreditCard
2448,2023-04-05 19:38:14,522,in-store,PayPal
2449,2023-04-05 04:28:45,998,phone,CreditCard
2450,2023-04-13 09:24:57,1145,online,Cash
2451,2023-04-06 13:54:24,67,phone,Cash
2452,2023-04-04 10:14:05,1913,in-store,Cash
2453,2023-04-09 21:30:20,266,phone,CreditCard
2454,2023-04-02 14:50:21,31,in-store,CreditCard
2455,2023-04-12 20:00:22,162,in-store,PayPal
2456,2023-04-14 12:30:56,1220,online,Cash
2457,2023-04-01 02:12:50,209,phone,Cash
2458,2023-04-11 12:33:26,1660,in-store,Cash
2459,2023-04-08 10:00:42,88,online,CreditCard
2460,2023-04-13 12:41:01,1819,phone,PayPal
2461,2023-04-02 11:49:48,636,online,CreditCard
2462,2023-04-01 16:35:25,317,phone,PayPal
2463,2023-04-12 02:18:28,1790,phone,Cash
2464,2023-04-13 02:20:16,222,phone,Cash
2465,2023-04-01 10:20:22,1949,phone,PayPal
2466,2023-04-12 09:30:13,350,online,CreditCard
2467,2023-04-14 08:05:06,1981,phone,CreditCard
2468,2023-04-06 11:46:09,650,in-store,Cash
2469,2023-04-06 11:07:13,459,in-store,CreditCard
2470,2023-04-04 01:53:21,506,phone,CreditCard
2471,2023-04-08 03:12:06,169,phone,PayPal
2472,2023-04-08 04:10:21,1227,in-store,PayPal
2473,2023-04-04 08:54:03,1765,in-store,CreditCard
2474,2023-04-03 03:08:53,396,online,Cash
2475,2023-04-13 04:17:34,492,online,PayPal
2476,2023-04-11 14:50:38,1915,online,CreditCard
2477,2023-04-13 14:02:35,1201,phone,CreditCard
2478,2023-04-06 14:20:02,1410,phone,PayPal
2479,2023-04-09 18:01:48,690,online,PayPal
2480,2023-04-01 10:35:19,1760,in-store,PayPal
2481,2023-04-08 06:28:14,646,phone,CreditCard
2482,2023-04-13 14:47:10,984,in-store,PayPal
2483,2023-04-07 01:44:22,294,in-store,CreditCard
2484,2023-04-01 11:30:25,1499,phone,PayPal
2485,2023-04-10 09:21:23,1375,online,Cash
2486,2023-04-12 00:56:20,414,in-store,Cash
2487,2023-04-12 23:34:17,1845,in-store,Cash
2488,2023-04-11 09:50:02,1895,phone,Cash
2489,2023-04-12 12:04:08,1702,phone,PayPal
2490,2023-04-14 10:48:36,91,online,CreditCard
2491,2023-04-04 12:06:07,1068,phone,Cash
2492,2023-04-04 07:31:54,1186,in-store,CreditCard
2493,2023-04-11 15:58:14,1664,phone,CreditCard
2494,2023-04-05 02:26:10,1891,in-store,CreditCard
2495,2023-04-08 03:58:15,1575,phone,Cash
2496,2023-04-06 19:26:17,118,online,PayPal
2497,2023-04-07 03:47:19,1609,online,Cash
2498,2023-04-07 00:51:38,863,phone,CreditCard
2499,2023-04-08 16:05:19,350,phone,Cash
2500,2023-04-03 05:11:53,431,phone,PayPal
2501,2023-04-01 20:51:55,1340,online,Cash
2502,2023-04-08 16:06:52,749,in-store,PayPal
2503,2023-04-06 03:55:15,468,online,CreditCard
2504,2023-04-04 00:17:06,1172,in-store,CreditCard
2505,2023-04-07 04:52:42,1811,online,CreditCard
2506,2023-04-09 01:59:02,1949,phone,Cash
2507,2023-04-06 16:26:50,1505,in-store,Cash
2508,2023-04-10 20:29:43,311,phone,PayPal
2509,2023-04-13 19:09:37,1336,phone,Cash
2510,2023-04-06 22:02:40,399,phone,PayPal
2511,2023-04-13 16:17:36,571,phone,PayPal
2512,2023-04-01 21:14:07,191,online,CreditCard
2513,2023-04-10 04:35:50,1717,in-store,CreditCard
2514,2023-04-04 08:26:43,449,in-store,CreditCard
2515,2023-04-08 15:20:23,321,phone,CreditCard
2516,2023-04-14 05:40:34,1699,phone,Cash
2517,2023-04-10 05:33:47,1361,in-store,Cash
2518,2023-04-05 19:53:17,754,phone,CreditCard
2519,2023-04-10 15:12:49,1404,online,Cash
2520,2023-04-09 01:22:43,1074,online,Cash
2521,2023-04-04 19:13:06,519,in-store,Cash
2522,2023-04-07 11:45:51,1760,phone,PayPal
2523,2023-04-02 02:35:59,1211,online,Cash
2524,2023-04-04 14:58:02,1246,in-store,PayPal
